2o. Agrupamento;3o. Agrupamento;Recurso;Descrição;Matéria Prima;Compr;Largu;Quant;Etapa Seguinte;carreta
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;12919;REFORCO EXTERNO          CACAMBA    CBHF;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30366;TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH M17];120250 - CHAPA #11(3,04) A36/CIVIL300;1397,00;188,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30373;TRANSVERSINA INTERMEDIÁRIA CENTRAL [CAÇAMBA - CBH M17];120250 - CHAPA #11(3,04) A36/CIVIL300;418,00;187,00;4;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31203;REFORÇO INTERNO DIANTEIRO - CAÇAMBA M18;120250 - CHAPA #11(3,04) A36/CIVIL300;222,00;195,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30380;REFORÇO INTERNO TRASEIRO - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120250 - CHAPA #11(3,04) A36/CIVIL300;215,00;161,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31204;REFORÇO LATERAL DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;1563,00;236,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32439;FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH M21];120273 - CHAPA FQ  3,75mm. SAE-1006;934,00;372,55;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32440;COMPLEMENTO DO FECHAM. LAT. TRAS. [CAÇAMBA SIMPLES - CBH M21];120273 - CHAPA FQ  3,75mm. SAE-1006;861,27;270,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31207;FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;382,00;134,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;32317;COMPL FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120273 - CHAPA FQ  3,75mm. SAE-1006;100,00;92,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30591;FECHAM TRAS CENTRAL - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH ABERTURA LATERAL;120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;1400,00;397,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30368;FECHAM DA TRANSVERSINA - CAÇAMBA SIMPLES GRAN/FORR (M17);120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010;174,00;100,00;8;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;446841;REFORCO              CHASSI (M98)  F4/6;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;4;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;480009;ANILHO MOLA POCIS       CBH/CBHM;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;2;S C Guilhotina;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30598;REFORÇO LATERAL EXTERNO CBH (M17) ABERTURA LAT.;120352 - CHAPA GQ   1/2 (12,7)     1010;300,00;77,00;2;S Usinagem;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;425760;SUPORTE DO CILINDRO       CBHM;120352 - CHAPA GQ   1/2 (12,7)     1010;87,00;80,00;4;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;26416;CORPO DA TRAVA CBH/CBHM 4/6;120352 - CHAPA GQ   1/2 (12,7)     1010;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;30544;CHAPEAMENTO LATERAL [CAÇAMBA - CBH6,0 M17];120535 - CHAPA FQ #12 (1,50 x 3,80m) 1010;;;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;31206;CHAPEAMENTO FRONTAL - CAÇAMBA M18;120548 - CHAPA FQ #12 (1,50 x 4,00m) 1010;;;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;29964;APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;120650 - CHAPA GQ   5/16(7,94)     1010;60,00;70,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Plasma;Peças para Carretas PLATAF CAÇAMBAS;29965;REFORÇO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;120650 - CHAPA GQ   5/16(7,94)     1010;50,00;30,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;425801;GUIA DA PLATAFORMA    CBHM;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;490313;REFORÇO TRAVA T TRAS -  ACESS  CBHM;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;450870;LONGARINA - PLATAF (6000) CBHM;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;22263;COMPLEM. TRANSV. INTERM. CENTRAL - CAÇAMBA GRAN/FORR (M12) CBH;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31226;COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31223;PARTE INF. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31224;PARTE SUP. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;34698;REFORÇO INFERIOR 1 [CAÇAMBA - CBH];120136 - BOBINA CHAPA LQ 2.25 X 1,20 A36/CIVIL300;;;4;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;450856;REFORCO CENTRAL - PLATAF (6000) CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;1420,00;260,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;450820;REFORCO DIANT - PLATAF (6000) CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;650,00;216,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31204;REFORÇO LATERAL DIANTEIRO - CAÇAMBA M18;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;1563,00;236,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;32439;FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH M21];120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;934,00;372,55;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;32317;COMPL FECHAMENTO FUEIRO REFORÇO DIANTEIRO - CAÇAMBA M18;120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300;100,00;92,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30591;FECHAM TRAS CENTRAL - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH ABERTURA LATERAL;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;1400,00;397,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30366;TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH M17];120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;1397,00;188,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30373;TRANSVERSINA INTERMEDIÁRIA CENTRAL [CAÇAMBA - CBH M17];120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;418,00;187,00;4;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31203;REFORÇO INTERNO DIANTEIRO - CAÇAMBA M18;120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;222,00;195,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30380;REFORÇO INTERNO TRASEIRO - CAÇAMBA SIMPLES GRAN/FORR (M17) CBH;120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300;215,00;161,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;30544;CHAPEAMENTO LATERAL [CAÇAMBA - CBH6,0 M17];120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300;3698,00;980,00;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31206;CHAPEAMENTO FRONTAL - CAÇAMBA M18;120548 - CHAPA FQ #12 (1,50 x 4,00m) 1010;1956,00;1371,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;31229;CHAPEAM. FRONTAL FECHAM. DIANTEIRO SUPERIOR (M18) CBH;120549 - BOBINA CHAPA LQ 2.65 X 1200 A36/CIVIL300;1850,00;585,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Estamparia;Peças para Carretas PLATAF CAÇAMBAS;29964;APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL;120650 - CHAPA GQ   5/16(7,94)     1010;60,00;70,00;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas PLATAF CAÇAMBAS;425874;PINO DA TRAVA         CBHM;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;Peças para Carretas PLATAF CAÇAMBAS;30338;MANCAL - PLATAFORMA M17 (4T) CBH/CBHM;;;;2;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;Peças para Carretas PLATAF CAÇAMBAS;28811;MONT FECHO RÁPIDO INFERIOR  CBH/CBHM;240492 - FECHO RÁP. P/CARR. LD CÓD.ESP481D;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;Peças para Carretas PLATAF CAÇAMBAS;28778;MONT FECHO RÁPIDO SUP  CBH/CBHM;240492 - FECHO RÁP. P/CARR. LD CÓD.ESP481D;;;1;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31224;PARTE SUP. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;120031 - CHAPA FQ #14 (1,20 x 6,00m) 1010;1919,00;598,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31223;PARTE INF. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18;120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300;;;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31226;COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;1520,00;118,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;490313;REFORÇO TRAVA T TRAS -  ACESS  CBHM;120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010;295,00;30,00;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;425801;GUIA DA PLATAFORMA    CBHM;120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010;;;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;22263;COMPLEM. TRANSV. INTERM. CENTRAL - CAÇAMBA GRAN/FORR (M12) CBH;120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300;;;2;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Guilhotinas;Peças para Carretas PLATAF CAÇAMBAS;31229;CHAPEAM. FRONTAL FECHAM. DIANTEIRO SUPERIOR (M18) CBH;120924 - CHAPA FQ #12 (1,20 x 3,80m) 1010;1864,00;598,00;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Corte Manual;Peças para Carretas PLATAF CAÇAMBAS;28845;CORRENTE 400MM - TAMPA TRASEIRA CBH;226105 - CORRENTE ELO 3/16 F. POLIDO;;;1;S Estamparia;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Prensas;Peças para Carretas TANQUES;32904;OLHAL DE ELEVACÃO - TANQUE SIMPLES    FTC;"112203 - ACO TREF. RED. SAE-1020 - 1/2""";200,00;;6;S Mont Sistemas Carretas;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS C.Serras;Peças Para Rotativas;436410;COMPLEM BARRA ENGATE - CH RP13;126457 - AÇO CHATO LAM 3/8 X 2 SAE-1020;;;3;Sem Processo;CBH6 FO SS T M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos
GMS Usinagem;60 Conjuntos ACESSORIOS;439721;PINO TRAS - BAL   TANDEM  FA4/6;"212300 - ARRUELA LISA 27MM POL. CHAPA 3/16""";;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;60 Conjuntos ACESSORIOS;23310;VARÃO DA TRAVA - CBH/CBHM 6T 1 EIXO;023358 - TUBO DO TIRANTE DA TRAVA   CBHM 2 EIXOS;;;2;S Usinagem;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;60 Conjuntos ACESSORIOS;23528;REGULADOR VARÃO DE TRAVA    CBHM 2 EIXOS;023504 - CHAPA DE REGULAGEM VARÃO DE TRAVA   CBHM 2 EIXOS;;;2;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;60 Conjuntos ACESSORIOS;443785;PINO ENG C/ARRUELA ICAM (M98) FA;"212300 - ARRUELA LISA 27MM POL. CHAPA 3/16""";;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;60 Conjuntos ACESSORIOS;439721;PINO TRAS - BAL   TANDEM  FA4/6;412211 - ARRUELA LISA PORTA - ICAM CAR;;;1;S Usinagem;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Cx Acessórios;70 Sistemas ACESSORIOS;33590;ACESSÓRIOS SS MM [CBH6 M22];222252 - CONTRA PINO  3/16 X 2;;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Sist Carr;70 Sistemas Carretas;033489LC;CAÇAMBA COMPLETA FO LARANJA [CBH6 M22];031230LC - FECHAMENTO DIANTEIRO SUPERIOR LARANJA [CBH M19];;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Sist Carr;70 Sistemas Carretas;32638;CHASSI COMPLETO SS [CBH6 M22];"212507 - ARR. DE PRES. MÉDIA - ZB 1/4""";;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Sist Carr;70 Sistemas Carretas;24777;EIXO COMPLETO BALANCIM TANDEM S/ TRAVA [CBH6/CBHM6000];802013 - GRAXA LUBRIFICANTE;;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Sist Carr;70 Sistemas Carretas;24776;EIXO COMPLETO BALANCIM TANDEM C/ TRAVA [CBH6/CBHM6000];802013 - GRAXA LUBRIFICANTE;;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;32530;CHASSI SIMPLES SS [CBH6 M22];023516 - ENGATE VARÃO DE TRAVA    CBHM 2 EIXOS;;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;30599;TAMPA LATERAL INFERIOR LE [CBH6/CBH7];028809 - U FECHAM DA TRAVA  CBH/CBHM;;;1;S Pintura;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;29520;ESPAÇADOR [CBH M18];029521 - CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT;;;1;S Pintura;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;32531;CHASSI DA CAÇAMBA [CBH6 M22];030338 - MANCAL - PLATAFORMA M17 (4T) CBH/CBHM;;;1;S Mont Sistemas Carretas;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;30587;TAMPA LATERAL SUPERIOR [CBH6/CBH7];030451 - FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;;;2;S Pintura;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;30732;TAMPA LATERAL INFERIOR LD [CBH6/CBH7];030451 - FECHAM LAT GRADE M17 - TAMPA LATERAL (M17) CBH;;;1;S Pintura;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
GMS Mont Conj Carr;70 Sistemas Carretas;31228;TAMPA TRASEIRA FO [CBH M18];031226 - COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18;;;1;S Pintura;CBH6 FO SS T MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos
